StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1. Multiple choice,Q45,3. Short answer,Q46,Q47,Q49,Q48,Q50,Q51,Q52,Q53,Q54,Q55,Q57,Q56,4. Multiple choice,Q58,5. Multiple choice,Q59,6. Multiple choice,Q60,7. Multiple choice,Q61,8. Multiple choice,Q62,13.,Q63,Q64,Q65,10. Multiple choice,Q67,12.,Q68,15.,16.
2024-12-11 08:41:58,2024-12-11 08:53:33,IP Address,5.133.46.33,100,695,True,2024-12-11 08:53:33,R_834qwbS9F4oJunf,,,,,54.9735,-1.5673,anonymous,EN,Yes,No,,No,,Yes,"If mastodon as ""breast-shaped tooth"" counts, then yes. I've been to Manchester, for example. But I can't think of anything I've encountered that didn't require etymological investigation to find the gendered reference. ",No,,No,,Yes,"Jokes were made in my undergraduate cohort. Specifically ""dykes lava cleavage"".",No,,"Cryosphere Sciences,Earth and Planetary Surface Processes/Geomorphology,Geochronology",,"Fieldwork,Labwork",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Prefer not to say,,"Asian,White",,Not Hispanic or Latinx,,United States,United Kingdom
2024-12-11 08:51:06,2024-12-11 08:53:35,IP Address,216.73.163.107,100,149,True,2024-12-11 08:53:36,R_7gN4M7J8qUNdSEA,,,,,37.751,-97.822,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Cryosphere Sciences,Earth and Planetary Surface Processes/Geomorphology",,Modeling/theory,,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Other",,Graduate student,,Prefer not to say,,Prefer not to say,,Prefer not to say,,Prefer not to reply,,Prefer not to say,,USA,USA
2024-12-11 08:51:38,2024-12-11 08:56:05,IP Address,174.216.153.90,100,267,True,2024-12-11 08:56:06,R_7rktxCqcmNR7j54,,,,,38.9522,-77.0253,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Biogeosciences/Geobiology,Ocean Sciences,Paleoceanography and Paleoclimatology",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene)",,Undergraduate student,,Woman or woman identified,,Female,,Bisexual,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-11 08:57:20,2024-12-11 09:04:58,IP Address,72.158.7.70,100,458,True,2024-12-11 09:04:58,R_5CjacKP4S68W5DN,,,,,38.9522,-77.0253,anonymous,EN,Yes,No,,No,,Yes,Grand Tetons,No,,No,,No,,No,,Cryosphere Sciences,,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,"USA ","USA "
2024-12-11 08:51:11,2024-12-11 09:13:16,IP Address,174.192.203.102,100,1324,True,2024-12-11 09:13:16,R_6Jq3c5vh38kBnsl,,,,,38.9994,-77.0336,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,Science and Society,,Other,"Consultant ",N/A,,Administrative/ Managerial role,,Woman or woman identified,,Female,,Straight,,Black or African American,,,,US,US
2024-12-11 08:51:03,2024-12-11 09:22:29,IP Address,162.220.103.94,100,1885,True,2024-12-11 09:22:30,R_31hMABdp0mfREgY,,,,,18.3861,-66.0434,anonymous,EN,Yes,Yes,,No,,No,,No,,No,,No,,No,,"Atmospheric Sciences,Global Environmental Change,Ocean Sciences,Education,Science and Society",,"Fieldwork,Labwork,Modeling/theory",,N/A,,Administrative/ Managerial role,,Woman or woman identified,,Female,,Lesbian,,White,,Hispanic or Latinx,,United States,United States
2024-12-11 08:57:02,2024-12-11 09:33:14,IP Address,68.100.31.163,100,2171,True,2024-12-11 09:33:15,R_3p4OZlINSlyJkd3,,,,,38.8464,-77.1457,anonymous,EN,Yes,Yes,"Yes, anthropomorphizing of objects or landscapes using gendered language (e.g., ""he/she is"" when referring to the non-gendered subject) is something I first encountered in my introductory geology course and since then I have heard metaphors or gendered language geared toward minerals, processes, characteristics of processes by professors in lecture, social media posts for geology schools, and presentations. This seems harder to disentangle when Gen Z students also use gendered terms (e.g., ""She's mother,"" ""___ school of earth sciences is brat"")",Yes,"I have only heard this language used amongst male graduate TAs ",Yes,,Yes,A (male) professor once showed a diagram in class of an alluvial fan/lobate structures that were in the shape of a penis and balls which I thought was inappropriate given how strangely it resembled phallic structures,Yes,"In the context of myself explaining that a high percentage of refugees fleeing a country due to political strife to illegally enter another country (field area of study), PhD advisor referred to wishing more illegal immigrants would help him renovate his new house for cheap ",No,,Yes,"""I never wanted a female graduate student"" -male PhD advisor to table of male grad student, two male professors, and one female graduate student (me) during a class field trip.

Female graduate students being referred to as ""airy fairies"" by male PhD advisor during a drone outcrop imaging demonstration whilst saying that the other group (more male dominated) would get to go do ""real geology"" (walking the outcrop).

Male PhD advisor calling his male PhD students ""pussies"" for not exhibiting stereotypical masculine behavior. In one case it was a male PhD student putting on a rain jacket instead of going outside in the rain without a rain jacket.

Male PhD advisor enlisting later-career female PhD student to assist on a class field trip because he said he was afraid of ""how it might look with two male professors leading the course and majority early-career female students"" in the class. The female PhD student, although she agreed to help, was unwilling to indulge in male PhD advisor's sexist rants during the trip. Female PhD student was subsequently ridiculed throughout the trip by the male PhD advisor and excluded from male advisor/professor and male PhD student drinking and trip planning meetings despite being expected to shoulder the weight of emotionally managing the male PhD advisor's dissatisfaction with the female class during the trip. The female students in the class noticed this behavior and made efforts to include the female PhD student.

Male chair of the department making sexual comments to male graduate students at field camp about female undergraduate students

Male PhD advisor making degrading comments about the physical appearance of female professors ""Wow she gained a lot of weight these last few years""

Male PhD advisor telling female students to ""smile""

Female staff members at institution making excuses for male professor behavior by saying ""he's got a lot on his plate right now""

The list goes on!","Paleoceanography and Paleoclimatology,Sedimentology,Education",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Straight,,Asian,,Not Hispanic or Latinx,,USA,USA
2024-12-11 08:51:18,2024-12-11 09:45:32,IP Address,72.157.222.121,100,3253,True,2024-12-11 09:45:33,R_1jZYWeitbb80DPX,,,,,38.9034,-76.9882,anonymous,EN,Yes,Yes,,Yes,,Yes,,No,,No,,Yes,,No,,"Global Environmental Change,Ocean Sciences",,"Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Lesbian,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-11 10:48:25,2024-12-11 10:59:09,IP Address,172.58.245.72,100,643,True,2024-12-11 10:59:09,R_18A4WIiwIggscVX,,,,,39.0005,-76.9712,anonymous,EN,Yes,Yes,"Referring to earth as “mother”
Gaia hypothesis ",Yes,“We do it with models”,Yes,"Molly’s Nipple
Mammatus clouds
Grand Tetons
Squaw Peak",No,,Yes,"Negro Bill Canyon
Squaw Peak
Whitelist/Blacklist
Master/Slave in coding 
",No,,No,,Atmospheric Sciences,,Other,Atmospheric in situ and remote sensing observations,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-11 10:57:56,2024-12-11 11:05:53,IP Address,208.115.85.130,100,477,True,2024-12-11 11:05:54,R_1e3TpjSYUDHvoyL,,,,,38.9522,-77.0253,anonymous,EN,Yes,Yes,,Yes,,No,,No,,Yes,,Yes,,Yes,,Natural Hazards,,Modeling/theory,,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,"USA ","USA "
2024-12-11 11:56:38,2024-12-11 12:01:02,IP Address,208.115.85.142,100,264,True,2024-12-11 12:01:03,R_1oj3p5u5LUmpNAK,,,,,38.9522,-77.0253,anonymous,EN,Yes,Yes,,Yes,"on a Zoom, professor showing an email while having a Cosmo article about ""100 sex positions..."" in the other tab",No,,No,,No,,Yes,frequent misgendering/deadnaming of me and other students by facility,No,,"Cryosphere Sciences,Earth Surface + Lithosphere,Earth Interior + Planetary Science",,Modeling/theory,,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,"Woman or woman identified,Transgender",,Male,,Asexual,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-11 12:12:49,2024-12-11 12:19:00,IP Address,68.107.227.216,100,371,True,2024-12-11 12:19:00,R_5sozh0z0ZqiDjHK,,,,,37.3197,-76.7625,anonymous,EN,Yes,Yes,"Mother Earth

Feminine ocean (she is fickle)

",Yes,Cleavage jokes,Yes,,No,,Yes,,Yes,Dike comments,No,,"Education,Other","Paleontology ",N/A,,N/A,,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-04 12:30:26,2024-12-04 12:30:32,IP Address,174.243.243.123,20,5,False,2024-12-11 12:30:34,R_5GD2rISZ8lYrZ7A,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-11 12:45:58,2024-12-11 12:59:52,IP Address,208.115.85.139,100,833,True,2024-12-11 12:59:52,R_5cpb6Hq5UJ1Wodm,,,,,38.9522,-77.0253,anonymous,EN,Yes,Yes,"I think it’s very common to refer to inanimate objects like rockets or planets as he or she ",Yes,"To take an example listed here, I often hear about certain research topics being sexy, but I can’t think of much besides that",No,,No,,No,,No,,No,,Space Physics and Aeronomy,,"Modeling/theory,Other",Spacecraft data analysis,N/A,,Graduate student,,Man or man identified,,Male,,Straight,,"Asian,White",,Not Hispanic or Latinx,,USA,USA
2024-12-11 14:09:10,2024-12-11 14:12:33,IP Address,208.115.85.130,100,202,True,2024-12-11 14:12:33,R_7dAdfFSoX5gCb7U,,,,,38.9522,-77.0253,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,Yes,Making the metaphor of a failed marriage for geological processes.,"Biogeosciences/Geobiology,Global Environmental Change,Hydrology,Ocean Sciences,Sedimentology",,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Undergraduate student,,Woman or woman identified,,Female,,"Straight,Questioning or Unsure",,White,,Not Hispanic or Latinx,,United States,United States
2024-12-04 14:04:12,2024-12-04 14:14:58,IP Address,139.104.192.5,35,646,False,2024-12-11 14:15:03,R_5zAaE7KpLdrnzEO,,,,,,,anonymous,EN,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-11 14:25:23,2024-12-11 14:29:51,IP Address,65.207.64.5,100,267,True,2024-12-11 14:29:51,R_3gnJyIgHjxBmdhd,,,,,38.8606,-76.9776,anonymous,EN,Yes,No,,Yes,“Sexy results” “money plot”,No,,No,,Yes,Racist place names (mostly indigenous peoples in the SW US),No,,No,,Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Labwork,Modeling/theory,Other",Remote sensing,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,Graduate student,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-11 15:38:04,2024-12-11 15:41:19,IP Address,104.28.55.39,100,194,True,2024-12-11 15:41:20,R_7xFri0WkSyIlCsR,,,,,45.5075,-73.5887,anonymous,EN,Yes,Yes,“She” referring to ships,No,,No,,No,,No,,Yes,Similar to the example using Dikes,No,,"Ocean Sciences,Geomagnetism, Paleomagnetism and Electromagnetism,Volcanology, Geochemistry, and Petrology",,"Fieldwork,Labwork",,Post-industrial era (post-1750 CE),,Graduate student,,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,Canada,Canada
2024-12-04 15:50:47,2024-12-04 15:54:43,IP Address,107.127.14.11,8,235,False,2024-12-11 15:54:46,R_7Xi1jxt9TBVFZbb,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-11 15:50:32,2024-12-11 15:58:19,IP Address,174.216.149.196,100,467,True,2024-12-11 15:58:20,R_7f25OyB56Qlz6AQ,,,,,39.3407,-76.6753,anonymous,EN,Yes,Yes,"Cold, severe, surprising, organized, caring, motherly, big sister, daughter",Yes,"Hotness scale, prefer board work to view backside, others I don’t recall specifics on all",Yes,"Grand Tetons, lots, this is a really hard survey…a bit too open ended for me to pout myself into the answers.",No,,Yes,Black wide dykes,Yes,Black wide dyles,No,,"Paleoceanography and Paleoclimatology,Earth Surface + Lithosphere,Earth and Planetary Surface Processes/Geomorphology,Geochronology,Natural Hazards,Tectonophysics,Education,Science and Society",,"Fieldwork,Labwork",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,Usa,Usa
2024-12-11 17:01:17,2024-12-11 17:09:15,IP Address,72.158.132.84,100,477,True,2024-12-11 17:09:15,R_3awRg5i5NjUSj6e,,,,,38.9609,-77.3429,anonymous,EN,Yes,Yes,"Geophysicists are always a ""he"" in common language.",Yes,"Describing geophones as phallic ",Yes,"I absolutely have, but cannot think of a specific example in the moment",Yes,"At the SEG meeting when I was a graduate student, scantily clad women in the exhibit hall shining mens shoes. It was so gross.",Yes,"In an older report, they used the n word to describe boulders. They called them ""n heads""",Yes,Dike jokes,No,,"Near-Surface Geophysics,Education,Science and Society",,Fieldwork,,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Bisexual,,White,,Not Hispanic or Latinx,,"USA ","USA "
2024-12-11 18:36:48,2024-12-11 18:43:18,IP Address,8.9.46.136,100,390,True,2024-12-11 18:43:19,R_3Ed28n8E6VSBcDL,,,,,34.0544,-118.244,anonymous,EN,Yes,Yes,"I have heard of Antarctica being called ""she"" quite a few times. Mother Earth also. ",No,,Yes,"Grand Tetons National park: although officially the word Tetons is often linked back to Native American language, I have heard people explain alternatively it as coming from French word teton referring to breast/nipples due to the shape of the mountains. Don't know if this is a formal reference with a formal source or just a word of mouth. ",No,,No,,No,,Yes,"Instruments/equipment being called ""she"" (""look at this baby"" in relation to a measurement station with equipment, another measurement instrument, etc).","Biogeosciences/Geobiology,Global Environmental Change,Hydrology,Education",,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,former USSR,USA
2024-12-11 18:50:46,2024-12-11 18:55:04,IP Address,73.243.150.190,100,257,True,2024-12-11 18:55:04,R_6dYlN6iE7maN45j,,,,,39.7388,-104.9868,anonymous,EN,Yes,No,,Yes,,Yes,,No,,No,,Yes,,No,,"Fluid Earth + Climate,Cryosphere Sciences,Paleoceanography and Paleoclimatology,Earth Surface + Lithosphere,Earth and Planetary Surface Processes/Geomorphology,Geochronology",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-11 21:18:33,2024-12-11 21:25:34,IP Address,50.213.224.11,100,420,True,2024-12-11 21:25:34,R_7FKUrEUfRUBhjkN,,,,,38.9091,-77.0203,anonymous,EN,Yes,No,,Yes,Have heard of “results are sexy” number of times.,No,,No,,No,,No,,No,,"Cryosphere Sciences,Earth Surface + Lithosphere,Geodesy",,Modeling/theory,,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Postdoc,,Woman or woman identified,,Female,,Prefer not to say,,Prefer not to reply,,Prefer not to say,,,
2024-12-12 04:37:54,2024-12-12 04:41:35,IP Address,162.120.145.17,100,220,True,2024-12-12 04:41:36,R_333FmVPxYylmjyF,,,,,38.894,-77.0365,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Earth Surface + Lithosphere,Geodesy,Natural Hazards",,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Graduate student,,Man or man identified,,Male,,Straight,,Asian,,Not Hispanic or Latinx,,"Malaysia ",United States
2024-12-12 05:10:48,2024-12-12 05:23:16,IP Address,108.31.103.77,100,748,True,2024-12-12 05:23:18,R_3AOeIXWitVfRWtX,,,,,38.9091,-77.0203,anonymous,EN,Yes,Yes,"referring to rivers and oceans as “she”, describing land surface features as parts of a woman’s body ",Yes,"jokes about dikes
hardness scale jokes
stalactite/stalagmite phallic jokes",Yes,"Grand Tetons
 ",No,,Yes,,Yes,jokes about dikes,No,,"Biogeosciences/Geobiology,Ocean Sciences,Paleoceanography and Paleoclimatology",,Modeling/theory,,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,Graduate student,,Woman or woman identified,,Female,,Bisexual,,White,,Not Hispanic or Latinx,,United States,United States
